sep=,
"Account Description","Account Date","Bank / Customer / Supplier","Reference","Transaction Type","Description","Debit","Credit","Balance"
"3300/020 : Computer - Platforms",,,,,,,
"3300/020 : Computer - Platforms","Opening Balance as at: 01/03/2024",,,,,"0",,
,"31/12/2024","8400/000 : FNB","Canva 141.99 CANVA* I0438 4XXXXX*5225 29 DEC XXXXXXXXXXXXXXXXXXX9020 Canva","Account Payment","Canva 141.99 CANVA* I0438 4XXXXX*5225 29 DEC XXXXXXXXXXXXXXXXXXX9020 Canva","141.99",,"4823892.8"
,"31/12/2024","8400/000 : FNB","9.00 GITPOD.IO 4XX*5191 28 DEC XX6736 9.00 GITPOD.IO 4XXXXX*5191 28 DEC XXXXXXXXXXXXXXXXXXX6736","Account Payment","9.00 GITPOD.IO 4XX*5191 28 DEC XX6736 9.00 GITPOD.IO 4XXXXX*5191 28 DEC XXXXXXXXXXXXXXXXXXX6736","173.52",,"4824066.32"
,"31/12/2024","8400/000 : FNB","12.44 UNSTOPPABLEDO 4XX*5191 30 DEC XX6876 12.44 UNSTOPPABLEDO 4XXXXX*5191 30 DEC XXXXXXXXXXXXXXXXXX","Account Payment","12.44 UNSTOPPABLEDO 4XX*5191 30 DEC XX6876 12.44 UNSTOPPABLEDO 4XXXXX*5191 30 DEC XXXXXXXXXXXXXXXXX","239.84",,"4824306.16"
,"31/12/2024","8400/000 : FNB","20.00 HUGGINGFACE 4XX*5191 30 DEC XX8925 20.00 HUGGINGFACE 4XXXXX*5191 30 DEC XXXXXXXXXXXXXXXXXXX892","Account Payment","20.00 HUGGINGFACE 4XX*5191 30 DEC XX8925 20.00 HUGGINGFACE 4XXXXX*5191 30 DEC XXXXXXXXXXXXXXXXXXX89","385.59",,"4824691.75"
,"31/12/2024","8400/000 : FNB","430.00 Dlocal *Micr 4XX*5191 28 DEC XX2728 430.00 Dlocal *Micr 4XXXXX*5191 28 DEC XXXXXXXXXXXXXXXXXX","Account Payment","430.00 Dlocal *Micr 4XX*5191 28 DEC XX2728 430.00 Dlocal *Micr 4XXXXX*5191 28 DEC XXXXXXXXXXXXXXXXX","430",,"4825121.75"
,"31/12/2024","8400/000 : FNB","29.99 BEENVERIFIED 4XX*5191 28 DEC XX6703 29.99 BEENVERIFIED 4XXXXX*5191 28 DEC XXXXXXXXXXXXXXXXXXX6","Account Payment","29.99 BEENVERIFIED 4XX*5191 28 DEC XX6703 29.99 BEENVERIFIED 4XXXXX*5191 28 DEC XXXXXXXXXXXXXXXXXXX","578.2",,"4825699.95"
,"31/12/2024","8400/000 : FNB","100.00 OPENAI 4XX*5191 30 DEC XX6323 100.00 OPENAI 4XXXXX*5191 30 DEC XXXXXXXXXXXXXXXXXXX6323","Account Payment","100.00 OPENAI 4XX*5191 30 DEC XX6323 100.00 OPENAI 4XXXXX*5191 30 DEC XXXXXXXXXXXXXXXXXXX6323","1927.97",,"4827627.92"
,"31/12/2024","8400/000 : FNB","100.00 OPENAI 4XX*5191 30 DEC XX0437 100.00 OPENAI 4XXXXX*5191 30 DEC XXXXXXXXXXXXXXXXXXX0437","Account Payment","100.00 OPENAI 4XX*5191 30 DEC XX0437 100.00 OPENAI 4XXXXX*5191 30 DEC XXXXXXXXXXXXXXXXXXX0437","1927.97",,"4829555.89"
,"31/12/2024","8400/000 : FNB","Wix.com 182.85 WIX.COM 4XXXXX*5191 29 DEC XXXXXXXXXXXXXXXXXXX4365 Wix.com","Account Payment","Wix.com 182.85 WIX.COM 4XXXXX*5191 29 DEC XXXXXXXXXXXXXXXXXXX4365 Wix.com","3525.3",,"4833081.19"
,"31/12/2024","8400/000 : FNB","5050.80 FRESHWORKS 4XX*5225 29 DEC XX7380 5050.80 FRESHWORKS 4XXXXX*5225 29 DEC XXXXXXXXXXXXXXXXXXX7","Account Payment","5050.80 FRESHWORKS 4XX*5225 29 DEC XX7380 5050.80 FRESHWORKS 4XXXXX*5225 29 DEC XXXXXXXXXXXXXXXXXXX","5050.8",,"4838131.99"
,"03/01/2025","8400/000 : FNB","39.82 GOOGLE*GSUITE 4XX*5225 01 JAN XX0063 39.82 GOOGLE*GSUITE 4XXXXX*5225 01 JAN XXXXXXXXXXXXXXXXXX","Account Payment","39.82 GOOGLE*GSUITE 4XX*5225 01 JAN XX0063 39.82 GOOGLE*GSUITE 4XXXXX*5225 01 JAN XXXXXXXXXXXXXXXXX","799.26",,"4838931.25"
,"03/01/2025","8400/000 : FNB","83.96 GOOGLE*GSUITE 4XX*5225 01 JAN XX0383 83.96 GOOGLE*GSUITE 4XXXXX*5225 01 JAN XXXXXXXXXXXXXXXXXX","Account Payment","83.96 GOOGLE*GSUITE 4XX*5225 01 JAN XX0383 83.96 GOOGLE*GSUITE 4XXXXX*5225 01 JAN XXXXXXXXXXXXXXXXX","1685.22",,"4840616.47"
,"03/01/2025","8400/000 : FNB","Google Store 391.60 GOOGLE*GSUIT 4XXXXX*5225 01 JAN XXXXXXXXXXXXXXXXXXX3962 Google Store","Account Payment","Google Store 391.60 GOOGLE*GSUIT 4XXXXX*5225 01 JAN XXXXXXXXXXXXXXXXXXX3962 Google Store","7860.1",,"4848476.57"
,"07/01/2025","8400/000 : FNB","1499.00 APPDIRECT 4XX*5225 04 JAN XX5062 1499.00 APPDIRECT 4XXXXX*5225 04 JAN XXXXXXXXXXXXXXXXXXX506","Account Payment","1499.00 APPDIRECT 4XX*5225 04 JAN XX5062 1499.00 APPDIRECT 4XXXXX*5225 04 JAN XXXXXXXXXXXXXXXXXXX50","28796.3",,"4877272.87"
,"07/01/2025","8400/000 : FNB","Facebook 4.60 FACEBK *52YJGF 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX6057 Facebook","Account Payment","Facebook 4.60 FACEBK *52YJGF 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX6057 Facebook","88.36",,"4877361.23"
,"07/01/2025","8400/000 : FNB","Github Inc. 7.82 GITHUB, INC. 4XXXXX*5225 04 JAN XXXXXXXXXXXXXXXXXXX7000 Github Inc.","Account Payment","Github Inc. 7.82 GITHUB, INC. 4XXXXX*5225 04 JAN XXXXXXXXXXXXXXXXXXX7000 Github Inc.","150.23",,"4877511.46"
,"07/01/2025","8400/000 : FNB","9.00 TWENTY.COM 4XX*5191 06 JAN XX0614 9.00 TWENTY.COM 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXXX0614","Account Payment","9.00 TWENTY.COM 4XX*5191 06 JAN XX0614 9.00 TWENTY.COM 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXXX0614","172.89",,"4877684.35"
,"07/01/2025","8400/000 : FNB","Paddle 187.94 PADDLE.NET* 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX6801 Paddle","Account Payment","Paddle 187.94 PADDLE.NET* 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX6801 Paddle","187.94",,"4877872.29"
,"07/01/2025","8400/000 : FNB","Facebook 13.80 FACEBK *W2HAM 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX7073 Facebook","Account Payment","Facebook 13.80 FACEBK *W2HAM 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX7073 Facebook","265.1",,"4878137.39"
,"07/01/2025","8400/000 : FNB","17.25 SLACK T06A3T4 4XX*5191 05 JAN XX2346 17.25 SLACK T06A3T4 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXX","Account Payment","17.25 SLACK T06A3T4 4XX*5191 05 JAN XX2346 17.25 SLACK T06A3T4 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXX","331.38",,"4878468.77"
,"07/01/2025","8400/000 : FNB","Github Inc. 19.00 GITHUB, INC. 4XXXXX*5225 04 JAN XXXXXXXXXXXXXXXXXXX8259 Github Inc.","Account Payment","Github Inc. 19.00 GITHUB, INC. 4XXXXX*5225 04 JAN XXXXXXXXXXXXXXXXXXX8259 Github Inc.","365",,"4878833.77"
,"07/01/2025","8400/000 : FNB","Facebook 23.00 FACEBK *V4RA3 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX1098 Facebook","Account Payment","Facebook 23.00 FACEBK *V4RA3 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX1098 Facebook","441.83",,"4879275.6"
,"07/01/2025","8400/000 : FNB","29.00 CAL.COM 4XX*5191 05 JAN XX9721 29.00 CAL.COM 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX9721","Account Payment","29.00 CAL.COM 4XX*5191 05 JAN XX9721 29.00 CAL.COM 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX9721","557.1",,"4879832.7"
,"07/01/2025","8400/000 : FNB","99.00 WWW.ODRIVE.CO 4XX*5191 05 JAN XX0711 99.00 WWW.ODRIVE.CO 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXX","Account Payment","99.00 WWW.ODRIVE.CO 4XX*5191 05 JAN XX0711 99.00 WWW.ODRIVE.CO 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXX","1901.82",,"4881734.52"
,"07/01/2025","8400/000 : FNB","99.00 CHATBASE 4XX*5191 05 JAN XX0791 99.00 CHATBASE 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX0791","Account Payment","99.00 CHATBASE 4XX*5191 05 JAN XX0791 99.00 CHATBASE 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX0791","1901.82",,"4883636.34"
,"07/01/2025","8400/000 : FNB","99.99 JINA.AI 4XX*5191 06 JAN XX0934 99.99 JINA.AI 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXXX0934","Account Payment","99.99 JINA.AI 4XX*5191 06 JAN XX0934 99.99 JINA.AI 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXXX0934","1920.84",,"4885557.18"
,"07/01/2025","8400/000 : FNB","ManageWP 120.75 MANAGEWP 4XXXXX*5225 05 JAN XXXXXXXXXXXXXXXXXXX7720 ManageWP","Account Payment","ManageWP 120.75 MANAGEWP 4XXXXX*5225 05 JAN XXXXXXXXXXXXXXXXXXX7720 ManageWP","2319.65",,"4887876.83"
,"07/01/2025","8400/000 : FNB","ManageWP 120.75 MANAGEWP 4XXXXX*5225 05 JAN XXXXXXXXXXXXXXXXXXX8059 ManageWP","Account Payment","ManageWP 120.75 MANAGEWP 4XXXXX*5225 05 JAN XXXXXXXXXXXXXXXXXXX8059 ManageWP","2319.65",,"4890196.48"
,"07/01/2025","8400/000 : FNB","179.00 MOZSEO:HELP@ 4XX*5191 05 JAN XX6135 179.00 MOZSEO:HELP@ 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXX","Account Payment","179.00 MOZSEO:HELP@ 4XX*5191 05 JAN XX6135 179.00 MOZSEO:HELP@ 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXX","3438.65",,"4893635.13"
,"07/01/2025","8400/000 : FNB","399.99 CHATBOX AI 4XX*5191 05 JAN XX7259 399.99 CHATBOX AI 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX725","Account Payment","399.99 CHATBOX AI 4XX*5191 05 JAN XX7259 399.99 CHATBOX AI 4XXXXX*5191 05 JAN XXXXXXXXXXXXXXXXXXX72","7683.95",,"4901319.08"
,"08/01/2025","8400/000 : FNB","3.60 GETADDRESS.IO 4XX*5225 07 JAN XX2281 3.60 GETADDRESS.IO 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXXXX2","Account Payment","3.60 GETADDRESS.IO 4XX*5225 07 JAN XX2281 3.60 GETADDRESS.IO 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXXXX","85.86",,"4901404.94"
,"08/01/2025","8400/000 : FNB","Woocommerce 19.99 WOOCOMMERCE S 4XXXXX*5225 06 JAN XXXXXXXXXXXXXXXXXXX9297 Woocommerce","Account Payment","Woocommerce 19.99 WOOCOMMERCE S 4XXXXX*5225 06 JAN XXXXXXXXXXXXXXXXXXX9297 Woocommerce","384.02",,"4901788.96"
,"08/01/2025","8400/000 : FNB","20.00 VERCEL INC. 4XX*5225 06 JAN XX7675 20.00 VERCEL INC. 4XXXXX*5225 06 JAN XXXXXXXXXXXXXXXXXXX767","Account Payment","20.00 VERCEL INC. 4XX*5225 06 JAN XX7675 20.00 VERCEL INC. 4XXXXX*5225 06 JAN XXXXXXXXXXXXXXXXXXX76","384.2",,"4902173.16"
,"08/01/2025","8400/000 : FNB","41.00 VERCEL INC. 4XX*5225 06 JAN XX6600 41.00 VERCEL INC. 4XXXXX*5225 06 JAN XXXXXXXXXXXXXXXXXXX660","Account Payment","41.00 VERCEL INC. 4XX*5225 06 JAN XX6600 41.00 VERCEL INC. 4XXXXX*5225 06 JAN XXXXXXXXXXXXXXXXXXX66","787.62",,"4902960.78"
,"08/01/2025","8400/000 : FNB","72.00 TERMIUS CORPO 4XX*5191 06 JAN XX2018 72.00 TERMIUS CORPO 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXX","Account Payment","72.00 TERMIUS CORPO 4XX*5191 06 JAN XX2018 72.00 TERMIUS CORPO 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXX","1383.14",,"4904343.92"
,"08/01/2025","8400/000 : FNB","920.00 AUTH0.COM 4XX*5191 06 JAN XX8971 920.00 AUTH0.COM 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXXX8971","Account Payment","920.00 AUTH0.COM 4XX*5191 06 JAN XX8971 920.00 AUTH0.COM 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXXX8971","17673.52",,"4922017.44"
,"08/01/2025","8400/000 : FNB","Shopify 2558.98 SHOPIFY* 31 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXXX8711 Shopify","Account Payment","Shopify 2558.98 SHOPIFY* 31 4XXXXX*5191 06 JAN XXXXXXXXXXXXXXXXXXX8711 Shopify","49158.88",,"4971176.32"
,"09/01/2025","8400/000 : FNB","105.00 NOTION LABS, 4XX*5225 07 JAN XX0510 105.00 NOTION LABS, 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXXX","Account Payment","105.00 NOTION LABS, 4XX*5225 07 JAN XX0510 105.00 NOTION LABS, 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXX","2013.8",,"4973190.12"
,"09/01/2025","8400/000 : FNB","99.00 MIOSALON.COM( 4XX*5225 07 JAN XX2845 99.00 MIOSALON.COM( 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXXX","Account Payment","99.00 MIOSALON.COM( 4XX*5225 07 JAN XX2845 99.00 MIOSALON.COM( 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXX","1898.72",,"4975088.84"
,"09/01/2025","8400/000 : FNB","99.00 MIOSALON.COM( 4XX*5225 07 JAN XX0013 99.00 MIOSALON.COM( 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXXX","Account Payment","99.00 MIOSALON.COM( 4XX*5225 07 JAN XX0013 99.00 MIOSALON.COM( 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXX","1898.72",,"4976987.56"
,"09/01/2025","8400/000 : FNB","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXXXX9255 Intuit","Account Payment","Intuit 570.40 INTUIT *QBoo 4XXXXX*5225 07 JAN XXXXXXXXXXXXXXXXXXX9255 Intuit","570.4",,"4977557.96"
,"10/01/2025","8400/000 : FNB","25.00 NOTION LABS, 4XX*5225 08 JAN XX8930 25.00 NOTION LABS, 4XXXXX*5225 08 JAN XXXXXXXXXXXXXXXXXXX8","Account Payment","25.00 NOTION LABS, 4XX*5225 08 JAN XX8930 25.00 NOTION LABS, 4XXXXX*5225 08 JAN XXXXXXXXXXXXXXXXXXX","477.93",,"4978035.89"
,"11/01/2025","8400/000 : FNB","599.00 TRIPLE WHALE 4XX*5191 10 JAN XX9516 599.00 TRIPLE WHALE 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXX","Account Payment","599.00 TRIPLE WHALE 4XX*5191 10 JAN XX9516 599.00 TRIPLE WHALE 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXX","11612.52",,"4989648.41"
,"11/01/2025","8400/000 : FNB","499.00 CASSIDYAI.CO 4XX*5191 09 JAN XX4123 499.00 CASSIDYAI.CO 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXX","Account Payment","499.00 CASSIDYAI.CO 4XX*5191 09 JAN XX4123 499.00 CASSIDYAI.CO 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXX","9662.32",,"4999310.73"
,"11/01/2025","8400/000 : FNB","450.00 WAPPALYZER 4XX*5191 09 JAN XX8321 450.00 WAPPALYZER 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX832","Account Payment","450.00 WAPPALYZER 4XX*5191 09 JAN XX8321 450.00 WAPPALYZER 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX83","8713.51",,"5008024.24"
,"11/01/2025","8400/000 : FNB","360.00 AICAMP INC. 4XX*5191 09 JAN XX1019 360.00 AICAMP INC. 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX1","Account Payment","360.00 AICAMP INC. 4XX*5191 09 JAN XX1019 360.00 AICAMP INC. 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX","6970.81",,"5014995.05"
,"11/01/2025","8400/000 : FNB","99.00 DMNS.APP BUSI 4XX*5191 10 JAN XX9853 99.00 DMNS.APP BUSI 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXX","Account Payment","99.00 DMNS.APP BUSI 4XX*5191 10 JAN XX9853 99.00 DMNS.APP BUSI 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXX","1919.26",,"5016914.31"
,"11/01/2025","8400/000 : FNB","70.00 NOTION LABS, 4XX*5191 10 JAN XX9410 70.00 NOTION LABS, 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX9","Account Payment","70.00 NOTION LABS, 4XX*5191 10 JAN XX9410 70.00 NOTION LABS, 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX","1357.06",,"5018271.37"
,"11/01/2025","8400/000 : FNB","67.85 LEMSQZY* CHAT 4XX*5191 10 JAN XX8779 67.85 LEMSQZY* CHAT 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXX","Account Payment","67.85 LEMSQZY* CHAT 4XX*5191 10 JAN XX8779 67.85 LEMSQZY* CHAT 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXX","1315.37",,"5019586.74"
,"11/01/2025","8400/000 : FNB","60.00 INSOMNIA TEAM 4XX*5191 10 JAN XX2386 60.00 INSOMNIA TEAM 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXX","Account Payment","60.00 INSOMNIA TEAM 4XX*5191 10 JAN XX2386 60.00 INSOMNIA TEAM 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXX","1163.19",,"5020749.93"
,"11/01/2025","8400/000 : FNB","49.00 SKRAPP.IO STA 4XX*5191 09 JAN XX2907 49.00 SKRAPP.IO STA 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXX","Account Payment","49.00 SKRAPP.IO STA 4XX*5191 09 JAN XX2907 49.00 SKRAPP.IO STA 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXX","948.8",,"5021698.73"
,"11/01/2025","8400/000 : FNB","30.00 ISHRAQ LLC 4XX*5191 09 JAN XX0146 30.00 ISHRAQ LLC 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX0146","Account Payment","30.00 ISHRAQ LLC 4XX*5191 09 JAN XX0146 30.00 ISHRAQ LLC 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX0146","580.9",,"5022279.63"
,"11/01/2025","8400/000 : FNB","25.00 BEECEPTOR 4XX*5191 09 JAN XX6787 25.00 BEECEPTOR 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX6787","Account Payment","25.00 BEECEPTOR 4XX*5191 09 JAN XX6787 25.00 BEECEPTOR 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX6787","484.08",,"5022763.71"
,"11/01/2025","8400/000 : FNB","25.00 BEECEPTOR 4XX*5191 09 JAN XX6449 25.00 BEECEPTOR 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX6449","Account Payment","25.00 BEECEPTOR 4XX*5191 09 JAN XX6449 25.00 BEECEPTOR 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX6449","484.08",,"5023247.79"
,"11/01/2025","8400/000 : FNB","20.00 VERCEL INC. 4XX*5191 09 JAN XX9174 20.00 VERCEL INC. 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX917","Account Payment","20.00 VERCEL INC. 4XX*5191 09 JAN XX9174 20.00 VERCEL INC. 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX91","387.26",,"5023635.05"
,"11/01/2025","8400/000 : FNB","Shopify 14.00 SHOPIFY* 3162 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX1601 Shopify","Account Payment","Shopify 14.00 SHOPIFY* 3162 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX1601 Shopify","271.41",,"5023906.46"
,"11/01/2025","8400/000 : FNB","12.00 CODESANDBOX 4XX*5191 09 JAN XX6933 12.00 CODESANDBOX 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX693","Account Payment","12.00 CODESANDBOX 4XX*5191 09 JAN XX6933 12.00 CODESANDBOX 4XXXXX*5191 09 JAN XXXXXXXXXXXXXXXXXXX69","232.36",,"5024138.82"
,"11/01/2025","8400/000 : FNB","Intuit 171.12 INTUIT *QBoo 4XXXXX*5225 09 JAN XXXXXXXXXXXXXXXXXXX4309 Intuit","Account Payment","Intuit 171.12 INTUIT *QBoo 4XXXXX*5225 09 JAN XXXXXXXXXXXXXXXXXXX4309 Intuit","171.12",,"5024309.94"
,"11/01/2025","8400/000 : FNB","7.00 CHATBASE 4XX*5191 10 JAN XX1119 7.00 CHATBASE 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX1119","Account Payment","7.00 CHATBASE 4XX*5191 10 JAN XX1119 7.00 CHATBASE 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX1119","135.7",,"5024445.64"
,"13/01/2025","8400/000 : FNB","Shopify 3633.95 SHOPIFY* 31 4XXXXX*5225 10 JAN XXXXXXXXXXXXXXXXXXX3921 Shopify","Account Payment","Shopify 3633.95 SHOPIFY* 31 4XXXXX*5225 10 JAN XXXXXXXXXXXXXXXXXXX3921 Shopify","70449.62",,"5094895.26"
,"13/01/2025","8400/000 : FNB","Paddle 171.35 PADDLE.NET* 4XXXXX*5191 11 JAN XXXXXXXXXXXXXXXXXXX9340 Paddle","Account Payment","Paddle 171.35 PADDLE.NET* 4XXXXX*5191 11 JAN XXXXXXXXXXXXXXXXXXX9340 Paddle","3360.28",,"5098255.54"
,"13/01/2025","8400/000 : FNB","150.00 AUTH0.COM 4XX*5191 10 JAN XX8874 150.00 AUTH0.COM 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX8874","Account Payment","150.00 AUTH0.COM 4XX*5191 10 JAN XX8874 150.00 AUTH0.COM 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX8874","2907.98",,"5101163.52"
,"13/01/2025","8400/000 : FNB","134.00 SINCH MAILGU 4XX*5191 10 JAN XX1816 134.00 SINCH MAILGU 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXX","Account Payment","134.00 SINCH MAILGU 4XX*5191 10 JAN XX1816 134.00 SINCH MAILGU 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXX","2597.8",,"5103761.32"
,"13/01/2025","8400/000 : FNB","99.00 PLAYFAB, INC. 4XX*5191 10 JAN XX5825 99.00 PLAYFAB, INC. 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXX","Account Payment","99.00 PLAYFAB, INC. 4XX*5191 10 JAN XX5825 99.00 PLAYFAB, INC. 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXX","1919.26",,"5105680.58"
,"13/01/2025","8400/000 : FNB","Shopify 74.75 SHOPIFY* 3163 4XXXXX*5225 10 JAN XXXXXXXXXXXXXXXXXXX5196 Shopify","Account Payment","Shopify 74.75 SHOPIFY* 3163 4XXXXX*5225 10 JAN XXXXXXXXXXXXXXXXXXX5196 Shopify","1449.14",,"5107129.72"
,"13/01/2025","8400/000 : FNB","69.00 OPENAI *CHATG 4XX*5191 10 JAN XX7581 69.00 OPENAI *CHATG 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXX","Account Payment","69.00 OPENAI *CHATG 4XX*5191 10 JAN XX7581 69.00 OPENAI *CHATG 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXX","1337.67",,"5108467.39"
,"13/01/2025","8400/000 : FNB","51.52 FRAPPE CLOUD 4XX*5191 11 JAN XX1902 51.52 FRAPPE CLOUD 4XXXXX*5191 11 JAN XXXXXXXXXXXXXXXXXXX1","Account Payment","51.52 FRAPPE CLOUD 4XX*5191 11 JAN XX1902 51.52 FRAPPE CLOUD 4XXXXX*5191 11 JAN XXXXXXXXXXXXXXXXXXX","1010.34",,"5109477.73"
,"13/01/2025","8400/000 : FNB","40.00 REPLIT, INC. 4XX*5191 10 JAN XX0505 40.00 REPLIT, INC. 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX0","Account Payment","40.00 REPLIT, INC. 4XX*5191 10 JAN XX0505 40.00 REPLIT, INC. 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX","775.47",,"5110253.2"
,"13/01/2025","8400/000 : FNB","Facebook 454.43 FACEBK *Z29H 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX4040 Facebook","Account Payment","Facebook 454.43 FACEBK *Z29H 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX4040 Facebook","454.43",,"5110707.63"
,"13/01/2025","8400/000 : FNB","21.56 SLACK T0740DV 4XX*5191 10 JAN XX4809 21.56 SLACK T0740DV 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXX","Account Payment","21.56 SLACK T0740DV 4XX*5191 10 JAN XX4809 21.56 SLACK T0740DV 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXX","417.98",,"5111125.61"
,"13/01/2025","8400/000 : FNB","Shopify 14.00 SHOPIFY* 3162 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX7296 Shopify","Account Payment","Shopify 14.00 SHOPIFY* 3162 4XXXXX*5191 10 JAN XXXXXXXXXXXXXXXXXXX7296 Shopify","271.41",,"5111397.02"
,"13/01/2025","8400/000 : FNB","7.00 NPM, INC. 4XX*5191 11 JAN XX3394 7.00 NPM, INC. 4XXXXX*5191 11 JAN XXXXXXXXXXXXXXXXXXX3394","Account Payment","7.00 NPM, INC. 4XX*5191 11 JAN XX3394 7.00 NPM, INC. 4XXXXX*5191 11 JAN XXXXXXXXXXXXXXXXXXX3394","137.27",,"5111534.29"
,"13/01/2025","8400/000 : FNB","7.00 NPM, INC. 4XX*5191 11 JAN XX9150 7.00 NPM, INC. 4XXXXX*5191 11 JAN XXXXXXXXXXXXXXXXXXX9150","Account Payment","7.00 NPM, INC. 4XX*5191 11 JAN XX9150 7.00 NPM, INC. 4XXXXX*5191 11 JAN XXXXXXXXXXXXXXXXXXX9150","137.27",,"5111671.56"
